descricao,preco,modelo,marca,rating,url
"        Notebook Msi I7-10750h 8gb 128ssd+2tb Gtx 1660ti 4gb 17,3       ","R$10.749,00",MSIGL75LEOPARD10SDR-636U,MSI,,https://www.amazon.com.br//Notebook-Msi-I7-10750h-128ssd-1660ti/dp/B09GS74ZT6/ref=sr_1_1299?qid=1639239073&s=computers&sr=1-1299&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Msi I7-10750h 32gb 256 Ssd Gtx 1660ti 4gb 17,3       ","R$11.599,00",MSIGL75LEOPARD10SDR-636U,MSI,,https://www.amazon.com.br//Notebook-Msi-I7-10750h-32gb-1660ti/dp/B09GQSCXK2/ref=sr_1_1300?qid=1639239073&s=computers&sr=1-1300&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Msi I7-10750h 32gb 256ssd+2tb Gtx 1660ti 4gb 17,3       ","R$12.149,00",MSIGL75LEOPARD10SDR-636U,MSI,,https://www.amazon.com.br//Notebook-I7-10750h-32gb-256ssd-1660ti/dp/B09GT1H78Q/ref=sr_1_1301?qid=1639239073&s=computers&sr=1-1301&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Msi I7-10750h 64gb 512ssd+2tb Gtx 1660ti 4gb 17,3       ","R$13.749,00",MSIGL75LEOPARD10SDR-636U,MSI,,https://www.amazon.com.br//Notebook-I7-10750h-64gb-512ssd-1660ti/dp/B09GSZBPGF/ref=sr_1_1302?qid=1639239073&s=computers&sr=1-1302&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Msi I7-10750h 16gb 128ssd+2tb Gtx 1660ti 4gb 17,3       ","R$10.999,00",MSIGL75LEOPARD10SDR-636U,MSI,,https://www.amazon.com.br//Notebook-I7-10750h-16gb-128ssd-1660ti/dp/B09GS9R31S/ref=sr_1_1303?qid=1639239073&s=computers&sr=1-1303&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Msi I7-10750h 8gb 256ssd+1tb Gtx 1660ti 4gb 17,3       ","R$10.549,00",MSIGL75LEOPARD10SDR-636U,MSI,,https://www.amazon.com.br//Notebook-Msi-I7-10750h-256ssd-1660ti/dp/B09GS8TK1D/ref=sr_1_1304?qid=1639239073&s=computers&sr=1-1304&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Msi I7-10750h 8gb 512ssd+1tb Gtx 1660ti 4gb 17,3       ","R$10.899,00",MSIGL75LEOPARD10SDR-636U,MSI,,https://www.amazon.com.br//Notebook-Msi-I7-10750h-512ssd-1660ti/dp/B09GT526WV/ref=sr_1_1305?qid=1639239073&s=computers&sr=1-1305&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Msi I7-10750h 64gb 128ssd+1tb Gtx 1660ti 4gb 17,3       ","R$12.999,00",MSIGL75LEOPARD10SDR-636U,MSI,,https://www.amazon.com.br//Notebook-I7-10750h-64gb-128ssd-1660ti/dp/B09GSB13NM/ref=sr_1_1306?qid=1639239073&s=computers&sr=1-1306&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Msi I7-10750h 32gb 1tbssd+2tb Gtx 1660ti 4gb 17,3       ","R$12.949,00",MSIGL75LEOPARD10SDR-636U,MSI,,https://www.amazon.com.br//Notebook-I7-10750h-32gb-1tbssd-1660ti/dp/B09GT4CWCL/ref=sr_1_1307?qid=1639239073&s=computers&sr=1-1307&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Msi I7-10750h 16gb 256ssd+1tb Gtx 1660ti 4gb 17,3       ","R$10.849,00",MSIGL75LEOPARD10SDR-636U,MSI,,https://www.amazon.com.br//Notebook-I7-10750h-16gb-256ssd-1660ti/dp/B09GSBDLRF/ref=sr_1_1308?qid=1639239073&s=computers&sr=1-1308&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Msi I7-10750h 16gb 1tb Ssd Gtx 1660ti 4gb 17,3       ","R$11.699,00",MSIGL75LEOPARD10SDR-636U,MSI,,https://www.amazon.com.br//Notebook-Msi-I7-10750h-16gb-1660ti/dp/B09GQSN1SX/ref=sr_1_1309?qid=1639239073&s=computers&sr=1-1309&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Msi I7-10750h 8gb 128ssd+1tb Gtx 1660ti 4gb 17,3       ","R$10.449,00",MSIGL75LEOPARD10SDR-636U,MSI,,https://www.amazon.com.br//Notebook-Msi-I7-10750h-128ssd-1660ti/dp/B09GS5V3CF/ref=sr_1_1310?qid=1639239073&s=computers&sr=1-1310&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Msi I7-10750h 32gb 2tb Ssd Gtx 1660ti 4gb 17,3       ","R$13.399,00",MSIGL75LEOPARD10SDR-636U,MSI,,https://www.amazon.com.br//Notebook-Msi-I7-10750h-32gb-1660ti/dp/B09GR6BC7Q/ref=sr_1_1311?qid=1639239073&s=computers&sr=1-1311&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Msi I7-10750h 8gb 1tbssd+2tb Gtx 1660ti 4gb 17,3       ","R$11.999,00",MSIGL75LEOPARD10SDR-636U,MSI,,https://www.amazon.com.br//Notebook-Msi-I7-10750h-1tbssd-1660ti/dp/B09GT1ZZVZ/ref=sr_1_1312?qid=1639239073&s=computers&sr=1-1312&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Asus Tuf Gamer I7 8gb 128 Ssd 3060 6gb 15,6 Fhd       ","R$12.099,00",,ASUS,,https://www.amazon.com.br//Notebook-Asus-Tuf-Gamer-3060/dp/B09GW6ZBG6/ref=sr_1_1313?qid=1639239073&s=computers&sr=1-1313&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Asus Tuf Gamer I7 8gb 512 Ssd 3060 6gb 15,6 Fhd       ","R$12.449,00",,ASUS,,https://www.amazon.com.br//Notebook-Asus-Tuf-Gamer-3060/dp/B09GW9S47Q/ref=sr_1_1314?qid=1639239073&s=computers&sr=1-1314&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
        Notebook Positivo Motion 14 HD Intel i3-6157U 128GB SSD 4GB Win 10 Home I34128GB       ,"R$2.499,98",,Positivo,,https://www.amazon.com.br//Notebook-Positivo-Motion-i3-6157U-I34128GB/dp/B09GYK9T2S/ref=sr_1_1315?qid=1639239073&s=computers&sr=1-1315&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Dell Inspiron I5-1035g1 32gb 256ssd+1t Tela 15,6 Hd       ","R$5.699,00",DellInspiron3501-U41P,Dell,,https://www.amazon.com.br//Notebook-Dell-Inspiron-I5-1035g1-256ssd/dp/B09G3F18CR/ref=sr_1_1316?qid=1639239073&s=computers&sr=1-1316&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Dell Inspiron I5-1035g1 8gb 512ssd+1t Tela 15,6 Hd       ","R$4.899,00",DellInspiron3501-U41P,Dell,,https://www.amazon.com.br//Notebook-Dell-Inspiron-I5-1035g1-512ssd/dp/B09G3DR3WG/ref=sr_1_1317?qid=1639239073&s=computers&sr=1-1317&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Dell Inspiron I5-1035g1 8gb 512 Ssd Tela 15,6 Hd       ","R$4.599,00",DellInspiron3501-U41P,Dell,,https://www.amazon.com.br//Notebook-Dell-Inspiron-I5-1035g1-Tela/dp/B09FYKJJGM/ref=sr_1_1318?qid=1639239073&s=computers&sr=1-1318&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Dell Inspiron I5-1035g1 32gb 256ssd+2t Tela 15,6 Hd       ","R$5.949,00",DellInspiron3501-U41P,Dell,,https://www.amazon.com.br//Notebook-Dell-Inspiron-I5-1035g1-256ssd/dp/B09G3CVFVF/ref=sr_1_1319?qid=1639239073&s=computers&sr=1-1319&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Dell Inspiron I5-1035g1 8gb 1tbssd+1t Tela 15,6 Hd       ","R$5.699,00",DellInspiron3501-U41P,Dell,,https://www.amazon.com.br//Notebook-Dell-Inspiron-I5-1035g1-1tbssd/dp/B09G3HBSQZ/ref=sr_1_1320?qid=1639239073&s=computers&sr=1-1320&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Dell Inspiron I5-1035g1 16gb 2tb Ssd Tela 15,6 Hd       ","R$6.649,00",DellInspiron3501-U41P,Dell,,https://www.amazon.com.br//Notebook-Dell-Inspiron-I5-1035g1-16gb/dp/B09FYK47LB/ref=sr_1_1321?qid=1639239127&s=computers&sr=1-1321&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Dell Inspiron I5-1035g1 4gb 128 Ssd Tela 15,6 Hd       ","R$3.999,00",DellInspiron3501-U41P,Dell,,https://www.amazon.com.br//Notebook-Dell-Inspiron-I5-1035g1-Tela/dp/B09FYJXLMT/ref=sr_1_1322?qid=1639239127&s=computers&sr=1-1322&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Dell Inspiron I5-1035g1 16gb 128ssd+2t Tela 15,6 Hd       ","R$4.949,00",DellInspiron3501-U41P,Dell,,https://www.amazon.com.br//Notebook-Dell-Inspiron-I5-1035g1-128ssd/dp/B09FYLSB8F/ref=sr_1_1323?qid=1639239127&s=computers&sr=1-1323&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Dell Inspiron I5-1035g1 4gb 512 Ssd Tela 15,6 Hd       ","R$4.449,00",DellInspiron3501-U41P,Dell,,https://www.amazon.com.br//Notebook-Dell-Inspiron-I5-1035g1-Tela/dp/B09FYJS35K/ref=sr_1_1324?qid=1639239127&s=computers&sr=1-1324&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Dell Inspiron I5-1035g1 8gb 128ssd+1t Tela 15,6 Hd       ","R$4.449,00",DellInspiron3501-U41P,Dell,,https://www.amazon.com.br//Notebook-Dell-Inspiron-I5-1035g1-128ssd/dp/B09FYK465Q/ref=sr_1_1325?qid=1639239127&s=computers&sr=1-1325&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Dell Inspiron I5-1035g1 4gb 512ssd+1t Tela 15,6 Hd       ","R$4.699,00",DellInspiron3501-U41P,Dell,,https://www.amazon.com.br//Notebook-Dell-Inspiron-I5-1035g1-512ssd/dp/B09G3FMSJN/ref=sr_1_1326?qid=1639239127&s=computers&sr=1-1326&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Dell Inspiron I5-1035g1 8gb 1tbssd+2t Tela 15,6 Hd       ","R$5.949,00",DellInspiron3501-U41P,Dell,,https://www.amazon.com.br//Notebook-Dell-Inspiron-I5-1035g1-1tbssd/dp/B09G3KM6RB/ref=sr_1_1327?qid=1639239127&s=computers&sr=1-1327&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Dell Inspiron I5-1035g1 32gb 1tbssd+1t Tela 15,6 Hd       ","R$6.499,00",DellInspiron3501-U41P,Dell,,https://www.amazon.com.br//Notebook-Dell-Inspiron-I5-1035g1-1tbssd/dp/B09G3J55B6/ref=sr_1_1328?qid=1639239127&s=computers&sr=1-1328&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
        Notebook Vaio FE14 14 FHD i5-10210U 256GB SSD 8GB Win 10 Home VJFE42F11X-B0342H       ,"R$4.499,00",,VAIO,,https://www.amazon.com.br//Notebook-Vaio-i5-10210U-256GB-VJFE42F11X-B0342H/dp/B09GT82M6R/ref=sr_1_1329?qid=1639239127&s=computers&sr=1-1329&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Placa-mãe principal para Samsung, Materiais PCB Placa principal para Galaxy Note9 N960U Versão dos EUA para Samsung(N960U)       ",,,Shanrya,,https://www.amazon.com.br//Placa-m%C3%A3e-principal-Samsung-Materiais-Galaxy/dp/B09GJTQK83/ref=sr_1_1330?qid=1639239127&s=computers&sr=1-1330
"        Laptop de alta definição portátil de 15,6 polegadas ultrafino laptop Cpu Celeron 8350 Belo laptop multifuncional - prata Eu220V 4 + 64G       ",,,Susanda,,https://www.amazon.com.br//defini%C3%A7%C3%A3o-port%C3%A1til-polegadas-ultrafino-multifuncional/dp/B09G5RVTRN/ref=sr_1_1331?qid=1639239127&s=computers&sr=1-1331
        Computador Netbook Ações de 10 Polegadas Quad-Core 3000Mah Bateria S500 Laptop Computador Netbook 1 + 8G Laptop Notebook - Black Eu       ,,,Susanda,,https://www.amazon.com.br//Computador-Netbook-Polegadas-Quad-Core-Notebook/dp/B09G5PNXMS/ref=sr_1_1332?qid=1639239127&s=computers&sr=1-1332
        Computador Laptop com tela de alta definição de 14 polegadas 16: 9 Computador portátil ultrafino Câmera de 1.3Mp Bateria de 10000Mah para Windows 10 - Prata Us       ,,,Susanda,,https://www.amazon.com.br//Computador-Laptop-tela-defini%C3%A7%C3%A3o-polegadas/dp/B09G5RQTFZ/ref=sr_1_1333?qid=1639239127&s=computers&sr=1-1333
"        Laptop ASUS ROG Strix para jogos, Intel i7, 9ª geração, RTX 2060 | 1T SSD | 240Hz       ",,G531GV-DB76,ASUS,"4,5 de 5 estrelas",https://www.amazon.com.br//Laptop-ASUS-Strix-jogos-gera%C3%A7%C3%A3o/dp/B07S3L9LPT/ref=sr_1_1334?qid=1639239127&s=computers&sr=1-1334
"        CNluca Laptop Core I7 Laptop 15,6 polegadas fino e leve Office Student Game Notebook placa gráfica independente       ","R$4.819,49",,CNmuca,,https://www.amazon.com.br//polegadas-Student-Notebook-gr%C3%A1fica-independente/dp/B09FPW5BYV/ref=sr_1_1335?qid=1639239127&s=computers&sr=1-1335&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Lenovo Chromebook 300e 2ª geração 81MB0067US tela sensível ao toque de 11,6 polegadas Rugged 2 em 1 Chromebook - HD - 1366 x 768 - Intel Celeron N4020 Dual-core (2 núcleos) 1,10 GHz - 4 GB de RAM - 32 GB de memória flash - Preto -       ","R$3.738,84",81MB0067US,Lenovo,,https://www.amazon.com.br//Lenovo-Chromebook-81MB0067US-sens%C3%ADvel-polegadas/dp/B099SCP6YB/ref=sr_1_1336?qid=1639239127&s=computers&sr=1-1336&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
        Google Pixelbook Go – Laptop Chromebook leve – Até 12 horas de vida útil da bateria [1] – Tela sensível ao toque Chromebook – apenas preta       ,"R$7.990,74",GA00519-US,Google,"4,5 de 5 estrelas",https://www.amazon.com.br//Google-Pixelbook-Go-Chromebook-sens%C3%ADvel/dp/B07YMGQYP6/ref=sr_1_1337?qid=1639239127&s=computers&sr=1-1337&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        15.6"" FHD by_HP Slim and Light Laptop for Business and Student, AMD Athlon Silver 3050U, 4GB RAM, 128GB SSD, USB-C, HDMI, Wi-Fi, Bluetooth, Webcam, Mytrix Wireless Mouse, 1 Year Microsoft 365, Win 10 QWERTY US Version       ","R$5.377,86",15-ef,,,https://www.amazon.com.br//Business-Student-Bluetooth-Wireless-Microsoft/dp/B09F8Q8ZK7/ref=sr_1_1338?qid=1639239127&s=computers&sr=1-1338&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        COMPAQ PRESARIO 433, Positivo, Cinza       ","R$2.415,69",Presario433,Positivo,,https://www.amazon.com.br//COMPAQ-PRESARIO-433-Positivo-Cinza/dp/B0971TYCCZ/ref=sr_1_1339?qid=1639239127&s=computers&sr=1-1339&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Domary Laptop ultrafino X8S de 15,6 polegadas 1080P IPS Celeron J3455 / J4115 / J4125 8G Memória 256G SSD Computador portátil para escritório e jogos       ","R$4.113,05",,Domary,,https://www.amazon.com.br//Domary-ultrafino-polegadas-Computador-escrit%C3%B3rio/dp/B09FSX9L34/ref=sr_1_1340?qid=1639239127&s=computers&sr=1-1340&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Domary Laptop de escritório ultrafino X10 de 15,6 polegadas Processador AMD Athlon Gold 3150U de 16 GB + 512 GB de memória 1920 * 1080 IPS tela prata plugue EU       ","R$6.943,15",,Domary,,https://www.amazon.com.br//Domary-escrit%C3%B3rio-ultrafino-polegadas-Processador/dp/B09FS8FYRV/ref=sr_1_1341?qid=1639239127&s=computers&sr=1-1341&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Domary Netbook portátil de 10,1 polegadas AÇÕES S500 1.5 GHz ARM Cortex-A9 / Android 5.1 / 1G + 8G / 1024 * 600 Plugue EU prateado       ","R$1.371,75",,Domary,,https://www.amazon.com.br//Domary-port%C3%A1til-polegadas-Cortex-A9-prateado/dp/B09FSG6YPV/ref=sr_1_1342?qid=1639239127&s=computers&sr=1-1342&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
        Domary Laptop Corei7 15.6in GTX1060 Laptop para jogos 1920 * 1080 HD Dual Fans 8G DDR4 4000mAh Bateria RGB Teclado retroiluminado       ,"R$13.155,05",,Domary,,https://www.amazon.com.br//Domary-GTX1060-4000mAh-Bateria-retroiluminado/dp/B09FS4SMD9/ref=sr_1_1343?qid=1639239127&s=computers&sr=1-1343&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Domary Laptop empresarial portátil de 13,3 polegadas EZbook X3 com CPU Intel Celeron J3455 1920 * 1080 IPS Tela 8 GB + 128 GB de memória Plug UE       ","R$3.735,15",,Domary,,https://www.amazon.com.br//Domary-empresarial-port%C3%A1til-polegadas-Celeron/dp/B09FS1PFR8/ref=sr_1_1344?qid=1639239127&s=computers&sr=1-1344&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Acer Nitro Core I5 16gb 512ssd+2t 1650 4gb 15,6 Fhd       ","R$8.199,00",AN515-57-584Y,ACER,,https://www.amazon.com.br//Notebook-Acer-Nitro-Core-512ssd/dp/B09F84G9DB/ref=sr_1_1345?qid=1639239183&s=computers&sr=1-1345&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Acer Nitro Core I5 16gb 1tbssd+1t 1650 4gb 15,6 Fhd       ","R$8.599,00",AN515-57-584Y,ACER,,https://www.amazon.com.br//Notebook-Acer-Nitro-Core-1tbssd/dp/B09F82YD9N/ref=sr_1_1346?qid=1639239183&s=computers&sr=1-1346&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Acer Nitro Core I5 16gb 256 Ssd 1650 4gb 15,6 Fhd       ","R$7.299,00",AN515-57-584Y,ACER,,https://www.amazon.com.br//Notebook-Acer-Nitro-Core-16gb/dp/B09F74L661/ref=sr_1_1347?qid=1639239183&s=computers&sr=1-1347&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Acer Nitro Core I5 64gb 256ssd+1t 1650 4gb 15,6 Fhd       ","R$9.749,00",AN515-57-584Y,ACER,,https://www.amazon.com.br//Notebook-Acer-Nitro-Core-256ssd/dp/B09F8D6RVC/ref=sr_1_1348?qid=1639239183&s=computers&sr=1-1348&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Acer Nitro Core I5 16gb 256ssd+1t 1650 4gb 15,6 Fhd       ","R$7.599,00",AN515-57-584Y,ACER,,https://www.amazon.com.br//Notebook-Acer-Nitro-Core-256ssd/dp/B09F871P4M/ref=sr_1_1349?qid=1639239183&s=computers&sr=1-1349&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Acer Nitro Core I5 32gb 128ssd+2t 1650 4gb 15,6 Fhd       ","R$8.649,00",AN515-57-584Y,ACER,,https://www.amazon.com.br//Notebook-Acer-Nitro-Core-128ssd/dp/B09F7QHGKX/ref=sr_1_1350?qid=1639239183&s=computers&sr=1-1350&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Acer Nitro Core I5 64gb 1tb Ssd 1650 4gb 15,6 Fhd       ","R$10.249,00",AN515-57-584Y,ACER,,https://www.amazon.com.br//Notebook-Acer-Nitro-Core-64gb/dp/B09F756964/ref=sr_1_1351?qid=1639239183&s=computers&sr=1-1351&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Acer Nitro Core I5 16gb 1tbssd+2t 1650 4gb 15,6 Fhd       ","R$8.899,00",AN515-57-584Y,ACER,,https://www.amazon.com.br//Notebook-Acer-Nitro-Core-1tbssd/dp/B09F9Z73NJ/ref=sr_1_1352?qid=1639239183&s=computers&sr=1-1352&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Acer Nitro Core I5 16gb 128ssd+1t 1650 4gb 15,6 Fhd       ","R$7.449,00",AN515-57-584Y,ACER,,https://www.amazon.com.br//Notebook-Acer-Nitro-Core-128ssd/dp/B09F74V2WX/ref=sr_1_1353?qid=1639239183&s=computers&sr=1-1353&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Moochy Netbook portátil de 10,1 polegadas com Windows 10 compatível com cartão TF com processador Intel Quad Core / 2 GB + 64 GB/Wi-Fi/BT/HD Pink US Plug       ","R$1.368,94",,Moochy,,https://www.amazon.com.br//Moochy-port%C3%A1til-polegadas-compat%C3%ADvel-processador/dp/B09FJYXZ9V/ref=sr_1_1354?qid=1639239183&s=computers&sr=1-1354&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Moochy Laptop de 14,1 polegadas J3455 Processador 8 GB DDR3 128 GB SSD 1920 * 1080 Resolução Portátil Business Office Laptop Silver US Plug       ","R$2.685,64",,Moochy,,https://www.amazon.com.br//Moochy-polegadas-Processador-Resolu%C3%A7%C3%A3o-Port%C3%A1til/dp/B09FJM3L2R/ref=sr_1_1355?qid=1639239183&s=computers&sr=1-1355&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Moochy Laptop de 14,1 polegadas J4115 Processador 8 GB DDR3 256 GB SSD 1920 * 1080 Resolução Portátil Business Office Laptop Silver US Plug       ","R$3.210,99",,Moochy,,https://www.amazon.com.br//Moochy-polegadas-Processador-Resolu%C3%A7%C3%A3o-Port%C3%A1til/dp/B09FJM35YR/ref=sr_1_1356?qid=1639239183&s=computers&sr=1-1356&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Hp 246-g7, Core i5, 8gb, 256gb, Tela de 14"" - 22m21la       ",,22M21LA,HP,,https://www.amazon.com.br//Notebook-246-g7-Core-256gb-Tela/dp/B09DBFFSJ9/ref=sr_1_1357?qid=1639239183&s=computers&sr=1-1357
"        Notebook Tóquio Intel Core i5 8GB 480GB SSD Tela de 15.6"" HD Windows 10 | Goldentec       ","R$4.199,00",45884,GOLDENTEC,,https://www.amazon.com.br//Notebook-T%C3%B3quio-Intel-Windows-Goldentec/dp/B094PP4HH2/ref=sr_1_1358?qid=1639239183&s=computers&sr=1-1358&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Dell Inspiron 3501-M46S36M 15.6"" HD 10ª Geração Intel Core i5 8GB 256GB SSD Windows McAfee 36 Meses       ","R$4.929,00",i15-3501-M46S36M,Dell,,https://www.amazon.com.br//Notebook-Dell-Inspiron-3501-M46S36M-Gera%C3%A7%C3%A3o/dp/B09F3V8X43/ref=sr_1_1359?qid=1639239183&s=computers&sr=1-1359&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
        Notebook Acer Aspire 5 A514-54G-71QA Intel Core i7 11 Gen Windows 10 Home 8GB 512GB SDD MX350 14'       ,"R$5.999,00",A514-54G-71QA,ACER,,https://www.amazon.com.br//Notebook-Aspire-A514-54G-71QA-Intel-Windows/dp/B09F52FZPV/ref=sr_1_1360?qid=1639239183&s=computers&sr=1-1360&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Baugger Intelligent Language Translator Shell de vidro temperado BT 4.2 70+ Idiomas Ultra Long Standby Chat, namoro e tradução de texto       ","R$334,99",,Baugger,,https://www.amazon.com.br//Baugger-Intelligent-Language-Translator-temperado/dp/B09F2VWNSL/ref=sr_1_1361?qid=1639239183&s=computers&sr=1-1361&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
        Baugger 3 em 1 inspeção câmera endoscópio tipo-C & Micro USB & USB endoscópio IP67 impermeável para telefones Android PC 2m       ,"R$86,99",,Baugger,,https://www.amazon.com.br//Baugger-inspe%C3%A7%C3%A3o-endosc%C3%B3pio-imperme%C3%A1vel-telefones/dp/B09F31F51X/ref=sr_1_1362?qid=1639239183&s=computers&sr=1-1362&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9
        Baugger Laços de Nylon com travamento automático Bom rolamento 4 * 200 Projeto contra recuo Fivela de espessamento Projeto antiderrapante Sem rebarbas 100 Tiras/pacote Preto       ,"R$66,99",,Baugger,,https://www.amazon.com.br//Baugger-travamento-autom%C3%A1tico-espessamento-antiderrapante/dp/B09F2WGW6D/ref=sr_1_1363?qid=1639239183&s=computers&sr=1-1363&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9
"        2019 Dell Vostro 15 3000 15.6"" FHD LED - Computador para laptop de negócios, Intel Core i5-7200U até 3.1GHz, 8GB DDR4, 1TB HDD, 802.11AC WiFi, Bluetooth 4.2, HDMI, USB 3.0, Windows 10 Professional       ",,143000,Dell,"4,2 de 5 estrelas",https://www.amazon.com.br//2019-Dell-Vostro-3000-15-6/dp/B0057SFLFY/ref=sr_1_1364?qid=1639239183&s=computers&sr=1-1364
"        Laptop Acer Chromebook Spin 11 CP311-1H-C5PN conversível, Celeron N3350, HD Touch, 4GB DDR4, 32GB eMMC, Google Chrome       ",,CP311-1H-C5PN,ACER,"4,6 de 5 estrelas",https://www.amazon.com.br//Laptop-Chromebook-CP311-1H-C5PN-convers%C3%ADvel-Celeron/dp/B07G4CWK1D/ref=sr_1_1365?qid=1639239183&s=computers&sr=1-1365
